시도명,시군구명,어린이집코드,어린이집명,어린이집유형구분,운영현황,우편번호,상세주소,어린이집전화번호,어린이집팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,제공서비스,데이터기준일자
경기도,부천시,41199000087,새예지어린이집,민간,Y,14408,경기도 부천시 역곡로482번길 46 (고강동),032-679-2528,032-679-2528,,3,58,0,0,21,0,37.5267199,126.8182911,운영,1998-09-01,,,,일반,2021-02-15
경기도,부천시,41195000019,새중동어린이집,민간,Y,14604,경기도 부천시 중동로165번길 34 1~4층 (중동),032-664-2666,032-665-6816,,11,430,1,20,130,109,37.49496572,126.7655676,운영,2006-03-20,,,,일반,2021-02-15
경기도,부천시,41195000120,새콤달콤어린이집,가정,Y,14511,"경기도 부천시 도약로 106 128동 103호(중동, 한라마을주공3차아파트)",032-326-7706,,,3,48,0,5,15,15,37.51002411,126.7608219,미운영,2004-11-15,,,,일반,2021-02-15
경기도,부천시,41195000181,색동어린이집,민간,Y,14536,경기도 부천시 중동로 325 (중동),032-321-2022,032-321-2023,,4,188,1,6,77,18,37.50886353,126.7693477,미운영,1997-02-21,,,,일반,2021-02-15
경기도,부천시,41197000116,샘솔어린이집,민간,Y,14749,경기도 부천시 심곡로67번길 73 (심곡본동),032-651-3497,,,8,209,2,14,78,78,37.47730071,126.7789249,운영,1996-03-26,,,,일반,2021-02-15
경기도,부천시,41199000044,샘터사랑어린이집,민간,Y,14416,경기도 부천시 원종로119번길 76-3 (고강동),032-678-0427,032-675-0427,,4,100,0,7,37,31,37.52750627,126.813596,운영,1996-04-28,,,,일반,2021-02-15
경기도,부천시,41199000073,서원어린이집,가정,Y,14424,"경기도 부천시 원종로80번길 34 1층 103호 (원종동, 영동빌라)",032-675-3555,032-672-2020,,4,37,0,4,11,6,37.52262851,126.8086671,운영,1993-03-31,,,2009-02-01,일반,2021-02-15
경기도,부천시,41195000186,선재어린이집,가정,Y,14586,"경기도 부천시 조마루로 134 1117동 102호 (중동, 보람마을아주아파트)",032-321-2958,,,4,61,0,3,20,8,37.49760061,126.7568246,미운영,2003-05-15,,,,일반,2021-02-15
경기도,부천시,41190000007,성가어린이집,사회복지법인,Y,14572,경기도 부천시 원미로 81 1층 (원미동),032-612-2259,032-612-7954,http://cafe.daum.net/sg2253,7,247,1,16,80,77,37.49015721,126.7900836,미운영,1991-03-19,,,,일반,2021-02-15
경기도,부천시,41195000199,성가정어린이집,민간,Y,14482,경기도 부천시 삼작로268번길 65-6 (도당동),032-672-2888,032-673-2393,,3,110,0,6,30,24,37.51711388,126.7913429,운영,1996-09-09,,,,일반,2021-02-15
경기도,부천시,41199000085,성곡예일어린이집,민간,Y,14474,경기도 부천시 까치로117번길 11 1~4층 (작동),032-675-5277,032-677-0132,,8,219,5,8,77,28,37.51647443,126.804874,운영,2005-01-28,,,,일반,2021-02-15
경기도,부천시,41195000142,성도어린이집,민간,Y,14611,경기도 부천시 장말로271번길 18-20 (심곡동),032-668-5686,,,7,269,1,20,91,83,37.49233343,126.7731765,운영,2003-11-03,,,,시간연장형,2021-02-15
경기도,부천시,41199000018,성림어린이집,민간,Y,14463,"경기도 부천시 성오로 51 1층 (여월동, 조양빌라)",032-677-8136,032-677-8136,,5,72,0,11,23,23,37.51865678,126.802035,운영,1997-02-28,,,,일반,2021-02-15
경기도,부천시,41197000077,성지어린이집,민간,Y,14767,"경기도 부천시 소사로148번길 75-3 1층 (소사본동, 성지교회)",032-346-2601,032-348-3937,,4,120,0,8,39,36,37.47172127,126.7996989,운영,1995-01-21,,,,일반,2021-02-15
경기도,부천시,41199000017,세상의 중심 가온어린이집,민간,Y,14484,경기도 부천시 성곡로 63 (여월동),032-675-0690,,,9,429,2,17,162,122,37.5190723,126.7978801,운영,2010-12-12,,,,일반,2021-02-15
경기도,부천시,41197000011,세움어린이집,민간,A,14716,경기도 부천시 심곡로 35-1 (심곡본동),032-655-7955,032-655-7950,,8,273,6,21,90,85,37.4806721,126.7756771,운영,2010-01-07,2009-02-10,,,일반+시간제보육,2021-02-15
경기도,부천시,41195000099,세하어린이집,가정,Y,14540,"경기도 부천시 상동로117번길 64 2332동 104호 (상동, 라일락마을 대우이안,유림아파트)",032-328-3752,,,3,79,0,6,20,20,37.51186482,126.7510617,미운영,2005-04-18,,,,일반,2021-02-15
경기도,부천시,41197000111,소꿉어린이집,민간,Y,14679,경기도 부천시 경인로536번길 43 2층 (괴안동),032-344-9977,032-344-9977,http://blog.naver.com/sokub,4,72,0,6,27,20,37.48441339,126.8161876,미운영,1991-03-04,,,,일반,2021-02-15
경기도,부천시,41197000110,소사꾸러기어린이집,민간,Y,14757,경기도 부천시 호현로433번길 16 (소사본동),032-349-7554,032-348-7554,,8,272,2,19,94,94,37.4770704,126.7912271,운영,1993-04-19,,,,시간연장형,2021-02-15
경기도,부천시,41197000155,소사꿈모리어린이집,민간,Y,14768,경기도 부천시 소사로148번길 88-4 (소사본동),032-348-7706,032-348-7708,,5,137,0,8,36,36,37.47132974,126.800316,운영,2011-06-08,,,,시간연장형,2021-02-15
경기도,부천시,41197000070,소사대장어린이집,민간,Y,14774,경기도 부천시 소사로78번길 85 (소사본동),032-349-2400,032-341-8543,,4,230,0,8,49,29,37.46761432,126.8007157,미운영,1995-07-29,,,,일반,2021-02-15
경기도,부천시,41197000092,소사반석어린이집,가정,A,14678,"경기도 부천시 경인로562번길 13 ,103호(괴안동,신호아파트)",032-347-8796,032-348-8796,,3,41,0,5,15,15,37.48631411,,미운영,1997-04-14,2011-02-15,2012-02-07,,일반,2021-02-15
경기도,부천시,41197000018,소사소망어린이집,민간,Y,14692,경기도 부천시 경인로392번가길 15 (소사본동),032-343-2565,032-343-2566,http://somangkid.co.kr,5,217,0,10,49,44,37.48084854,126.7999875,운영,1997-01-04,,,,일반,2021-02-15
경기도,부천시,41197000104,소사아이사랑어린이집,가정,Y,14726,"경기도 부천시 경인로134번길 72 104동 102호 (송내동, 송내대우아파트)",032-662-7591,,,4,103,0,6,20,17,37.48095184,126.7689543,미운영,1999-07-21,,,,일반,2021-02-15
경기도,부천시,41190000022,소사어린이집,국공립,Y,14759,경기도 부천시 소사로177번길 19 (소사본동),032-349-4200,032-346-2146,www.sosai.co.kr,6,267,1,16,94,82,37.47405869,126.7945737,미운영,2006-04-07,,,,장애아통합,2021-02-15
경기도,부천시,41197000191,소사좋은나무어린이집,민간,Y,14694,"경기도 부천시 소삼로 47 관리동 1층 (소사본동, 부천소사역푸르지오)",032-341-7533,032-342-7533,,6,151,1,10,57,51,37.47984793,126.7973301,미운영,2013-10-08,,,,일반,2021-02-15
경기도,부천시,41190000058,소사주공어린이집,국공립,Y,14764,"경기도 부천시 은성로 110-1 관리동 (소사본동, 소사주공2단지아파트)",032-351-7078,032-351-7079,,2,68,0,7,25,24,37.47391787,126.8026612,미운영,2006-08-01,,,,시간연장형,2021-02-15
경기도,부천시,41197000017,소사참사랑어린이집,가정,Y,14782,"경기도 부천시 범안로95번길 32 309동 102호 (범박동, 부천범박힐스테이트3단지아파트)",032-342-6907,032-342-6902,,3,62,0,6,20,20,,,미운영,2004-09-14,,,,일반,2021-02-15
경기도,부천시,41197000010,소사큰나무어린이집,민간,Y,14755,경기도 부천시 호현로489번가길 29 (소사본동),032-344-1282,032-344-1281,,3,137,0,9,49,49,37.4799272,126.7921591,운영,2000-12-06,,,,일반,2021-02-15
경기도,부천시,41197000189,소사햇살어린이집,가정,Y,14694,"경기도 부천시 소삼로 47 106동104호(소사본동,푸르지오아파트)",032-342-1811,,,4,70,0,9,20,20,37.47985054,126.7973293,미운영,2012-11-19,,,,시간연장형,2021-02-15
경기도,부천시,41190000016,소새울어린이집,국공립,Y,14692,경기도 부천시 경인옛로 73 (소사본동),032-625-6976,032-342-8896,,4,141,1,9,50,50,37.48002805,126.7999339,미운영,1996-11-11,,,,장애아통합,2021-02-15
경기도,부천시,41195000259,소선어린이집,가정,Y,14536,"경기도 부천시 도약로 146 217동 105호(중동, 덕유마을아파트)",032-327-5545,032-327-5535,,3,46,0,7,16,16,37.50959413,126.7684705,미운영,2008-01-11,,,,일반,2021-02-15
경기도,부천시,41195000197,소영몬테소리어린이집,가정,Y,14506,"경기도 부천시 평천로 616 2115동 101호 (상동, 다정한마을 삼성래미안아파트)",032-323-5090,032-323-5090,,3,72,0,6,20,20,37.51472235,126.7562207,미운영,2004-04-09,,,,일반,2021-02-15
경기도,부천시,41199000088,소현어린이집,민간,Y,14433,경기도 부천시 성오로149번길 64 (오정동),032-681-3994,032-673-7200,,8,170,2,10,64,42,37.52392031,126.7974485,운영,1994-08-31,,,,일반,2021-02-15
경기도,부천시,41195000336,솔방울어린이집,가정,Y,14506,"경기도 부천시 평천로 616 2110동 101호 (상동, 다정한마을 삼성래미안아파트)",032-326-7760,032-326-7760,,3,72,0,7,20,18,37.51491286,126.757886,미운영,2013-12-16,,,,일반,2021-02-15
경기도,부천시,41199000130,솔지혜어린이집,가정,Y,14430,"경기도 부천시 원종로 29 나동 103호(원종동, 중앙아파트)",032-683-2447,032-684-2447,,3,27,1,5,10,8,37.52424664,126.8029988,미운영,2007-03-19,,,,일반,2021-02-15
경기도,부천시,41195000278,솔푸른어린이집,가정,Y,14619,"경기도 부천시 중동로 107 112동 101호 (중동, 팰리스카운티)",032-323-3200,032-323-3200,http://cafe.daum.net/solpurn-nursery,4,67,0,6,20,20,37.48781208,126.7681565,미운영,2009-02-23,,,,일반,2021-02-15
경기도,부천시,41190000282,송내2동어린이집,국공립,Y,14726,"경기도 부천시 경인로134번길 72 102동 101호 (송내동, 송내대우아파트)",032-663-1817,,,4,80,0,7,18,15,37.48046675,126.7692398,미운영,2018-03-02,,,,시간연장형,2021-02-15
경기도,부천시,41197000179,송내사과나무어린이집,민간,Y,14743,"경기도 부천시 경인로26번길 22 관리동 (송내동, 송내 자이)",032-612-1677,,,4,87,0,7,28,18,37.48220725,126.7573614,미운영,2010-02-05,,,,일반,2021-02-15
경기도,부천시,41195000125,숙명키즈어린이집,민간,Y,14668,경기도 부천시 지봉로115번길 44 (역곡동),032-345-5513,032-345-5516,,14,620,3,26,235,233,37.49042348,126.8111872,운영,1998-06-15,,,,일반,2021-02-15
경기도,부천시,41190000257,순천향대학교 부천병원 직장어린이집,직장,Y,14584,"경기도 부천시 조마루로 212 1204동104호(중동,무지개마을 동신아파트)",032-219-0117,032-219-0118,,4,76,0,10,20,20,,126.977963,미운영,2016-08-05,,,,시간연장형,2021-02-15
경기도,부천시,41195000235,숲보아어린이집,가정,Y,14538,"경기도 부천시 석천로 216 509동 104호(중동, 은하마을대우아파트)",032-327-4776,032-656-5776,,4,65,0,7,20,18,37.50543045,126.7651215,미운영,2007-01-18,,,,일반,2021-02-15
경기도,부천시,41195000172,숲속나라어린이집,가정,Y,14500,"경기도 부천시 평천로 679 109동 104호 (약대동, 부천아이파크1단지)",032-326-2173,032-326-2173,,4,63,0,5,20,20,37.5163503,126.7665639,미운영,2004-09-16,,,,일반,2021-02-15
경기도,부천시,41195000166,숲속아이어린이집,민간,A,14528,경기도 부천시 길주로391번길 31 (춘의동),032-213-0965,,,5,102,0,9,36,34,37.50142515,126.7857806,운영,1997-04-24,2011-08-09,2012-08-08,,일반,2021-02-15
경기도,부천시,41190000298,스타필드시티부천어린이집,국공립,Y,14789,"경기도 부천시 옥길로 1 1층 (옥길동, 스타필드시티 부천)",02-6386-1020,,,5,192,0,1,49,0,,126.977963,미운영,2019-09-18,,,,시간연장형,2021-02-15
경기도,부천시,41195000082,슬기어린이집,가정,Y,14579,"경기도 부천시 조마루로 231 928동 104호(중동, 미리내마을)",032-223-4200,,,4,60,0,7,20,20,37.49952273,126.7700113,미운영,2002-12-04,,,,일반,2021-02-15
경기도,부천시,41197000019,신나는어린이집,가정,Y,14688,"경기도 부천시 안곡로 53 A동 105호(괴안동, 청암아파트)",032-349-8835,032-349-8834,,3,42,0,6,16,16,37.47930352,126.808649,운영,1999-06-28,,,,일반,2021-02-15
경기도,부천시,41197000059,신한일어린이집,직장,Y,14728,경기도 부천시 중동로 33 (송내동),032-666-6520,032-666-6521,,6,247,0,10,49,32,37.48137467,126.7636201,미운영,2003-12-02,,,,일반,2021-02-15
경기도,부천시,41199000057,신화어린이집,가정,Y,14425,"경기도 부천시 소사로 855 102동106호(원종동,세창짜임)",032-678-6900,032-678-6900,,4,61,0,5,20,14,37.53219113,126.8051471,미운영,2004-11-26,,,,일반,2021-02-15
경기도,부천시,41190000294,심곡1동따복어린이집,국공립,Y,14576,경기도 부천시 조마루로366번길 63 (심곡동),032-613-6601,032-613-6602,,6,209,1,17,79,77,37.49572745,126.7832242,미운영,2018-08-10,,,,장애아통합+시간연장형,2021-02-15
경기도,부천시,41190000279,심곡본동어린이집,국공립,Y,14749,"경기도 부천시 심곡로67번길 74 1동 108호 (심곡본동, 롯데아파트)",032-651-3558,,,4,84,0,7,19,19,37.47561474,126.780058,미운영,2018-03-02,,,,시간연장형,2021-02-15
경기도,부천시,41190000052,심곡어린이집,국공립,Y,14748,경기도 부천시 성주로 178-1 (심곡본동),032-611-6300,032-611-6331,,6,172,2,13,65,63,37.47850193,126.7759782,미운영,1996-11-22,,,,장애아통합,2021-02-15
경기도,부천시,41195000159,쌍용어린이집,민간,Y,14506,"경기도 부천시 도약로 81 관리동 (상동, 다정한마을 쌍용아파트)",032-327-5879,032-327-5879,,4,144,0,7,47,37,37.51472235,126.7562207,미운영,2003-12-29,,,,일반,2021-02-15
경기도,부천시,41195000275,씨앗어린이집,민간,Y,14660,경기도 부천시 부일로 601 1층 (소사동),032-347-1114,032-347-1114,cafe.daum.net/seedkid,4,101,0,9,38,30,37.48428443,126.7970877,미운영,2009-01-30,,,,일반,2021-02-15
경기도,부천시,41195000060,아가궁전어린이집,가정,Y,14597,"경기도 부천시 장말로 102 1831동102호(상동,반달삼익아파트)",032-321-7176,032-321-7176,,3,58,0,9,20,20,37.49343333,126.7529304,미운영,2004-02-27,,,,시간연장형,2021-02-15
경기도,부천시,41197000046,아가소리어린이집,가정,Y,14761,경기도 부천시 소사로125번가길 7-7 (소사본동),032-347-7393,032-347-7393,,3,92,0,7,20,17,37.46982944,126.7950845,미운영,2002-09-23,,,,일반,2021-02-15
경기도,부천시,41199000119,아기곰어린이집,가정,Y,14442,"경기도 부천시 오정로 253 201동 102호 (오정동, 오정생활휴먼시아2단지아파트)",032-677-2357,032-677-2357,,4,56,0,6,19,14,37.53161441,126.788207,미운영,2007-01-15,2010-01-01,2010-08-09,,일반,2021-02-15
경기도,부천시,41195000189,아기나무어린이집,가정,Y,14586,"경기도 부천시 조마루로 134 1114동 101호 (중동, 보람마을아주아파트)",032-329-4645,,,4,55,0,8,20,19,37.49888097,126.7588204,미운영,2006-03-29,,,,시간연장형,2021-02-15
경기도,부천시,41197000178,아기뜰어린이집,가정,Y,14743,"경기도 부천시 경인로26번길 22 107동 101호 (송내동, 송내 자이)",032-613-5250,,,5,124,0,6,20,20,37.48220725,126.7573614,운영,2010-01-25,,,,일반,2021-02-15
경기도,부천시,41199000019,아기별어린이집,가정,Y,14421,"경기도 부천시 원종로107번길 14-11 102동 104호(고강동, 동광모닝스카이)",032-684-4581,032-684-4581,,4,62,0,7,20,20,37.52497598,126.8127684,운영,2003-03-25,,,,일반,2021-02-15
경기도,부천시,41197000151,아기천사어린이집,가정,Y,14779,"경기도 부천시 경인로577번가길 43 나동 102호(괴안동, 반도하이츠빌라)",032-344-6651,032-344-6651,,2,41,0,5,15,11,37.48929164,126.8197946,미운영,2006-12-07,,,,시간연장형,2021-02-15
경기도,부천시,41197000117,아남어린이집,가정,Y,14748,"경기도 부천시 심곡로 83 108호 (심곡본동,아남아파트)",032-652-3919,032-652-3919,,4,55,0,5,20,11,37.47669889,126.7753632,운영,2006-03-23,,,,시간연장형,2021-02-15
경기도,부천시,41195000329,아띠랑어린이집,가정,Y,14579,"경기도 부천시 조마루로285번길 47 916동 101호(중동, 미리내마을 금호, 한신, 한양아파트)",032-323-7979,032-323-7979,,3,73,0,6,20,20,37.5003946,126.7735879,미운영,2013-11-19,,,,일반,2021-02-15
경기도,부천시,41195000301,아롱다롱어린이집,가정,Y,14511,"경기도 부천시 도약로 106 124동 107호(중동, 한라마을 주공3차아파트)",032-323-3578,,cafe.naver.com/alongdalong,4,38,0,6,13,10,37.50994641,126.7613675,미운영,2009-05-29,,,,일반,2021-02-15
경기도,부천시,41197000058,아롱별어린이집,가정,Y,14763,"경기도 부천시 소사로170번길 81 109동 104호(소사본동, 한신아파트)",032-351-3336,032-351-3336,,4,84,0,6,19,19,37.4740322,126.8001643,미운영,2010-05-31,2010-03-17,2011-03-16,,일반,2021-02-15
경기도,부천시,41190000273,아름다운어린이집,가정,Y,14596,"경기도 부천시 장말로 71 1515동 101호 (상동, 한아름마을 라이프, 현대1차아파트)",070-7337-1392,070-7383-1392,,3,58,0,6,18,17,37.49445572,126.7505927,미운영,2018-02-05,,,,일반,2021-02-15
경기도,부천시,41195000025,아름드리나무어린이집,민간,Y,14571,경기도 부천시 조종로36번길 11 (원미동),032-657-6236,032-657-6237,www.arumdrikids.co.kr,6,140,0,6,39,33,37.49245101,126.7887617,미운영,1997-10-31,,,,일반,2021-02-15
경기도,부천시,41197000136,아름드리어린이집,가정,Y,14721,"경기도 부천시 중동로71번길 39 107동103호(송내동, 뉴서울아파트)",032-613-8899,070-4963-3835,http://cafe.daum.net/bigtreekid,3,123,0,7,20,18,37.48585654,126.7628507,미운영,2000-02-16,2010-03-02,2011-02-28,,시간연장형,2021-02-15
경기도,부천시,41197000160,아름솔어린이집,가정,Y,14722,"경기도 부천시 중동로 64 105동 101호(송내동, 중동역푸르지오아파트)",032-657-0555,032-657-0555,,3,58,0,6,20,20,37.48259033,126.7696002,미운영,1998-05-22,,,,일반,2021-02-15
경기도,부천시,41195000173,아름어린이집,민간,Y,14532,경기도 부천시 정주로14번길 37 (도당동),032-677-0607,032-677-4738,,8,255,5,17,96,79,37.50790833,126.7794094,운영,1995-05-12,,,,일반,2021-02-15
경기도,부천시,41197000093,아이꿈어린이집,민간,Y,14733,경기도 부천시 경인로120번길 96 (송내동),032-668-6301,032-667-6301,,8,221,1,18,83,68,37.47981018,126.7685174,운영,1991-03-27,,,,시간연장형+24시간,2021-02-15
경기도,부천시,41197000099,아이꿈터어린이집,가정,Y,14722,"경기도 부천시 중동로 64 112동 103호(송내동, 중동역푸르지오아파트)",032-236-4018,,,3,84,0,6,19,19,37.48497141,126.7651627,미운영,2005-12-02,,,,일반,2021-02-15
경기도,부천시,41197000040,아이나라어린이집,가정,Y,14696,경기도 부천시 안곡로 31-2 (괴안동),032-341-4402,032-341-4402,http://blog.daum.net/i_nara,4,158,0,8,20,20,37.47931395,126.8060224,운영,2004-06-03,,,,시간연장형,2021-02-15
경기도,부천시,41195000160,아이다운어린이집,가정,Y,14574,"경기도 부천시 옥산로 47 1403동 102호(중동, 연화마을 쌍용아파트)",032-664-4915,,,4,58,0,6,19,19,37.49786639,126.7802733,미운영,2005-04-25,,,,일반,2021-02-15
경기도,부천시,41199000140,아이뜰어린이집,가정,Y,14479,"경기도 부천시 길주로573번길 37 311동 105호(여월동, 여월휴먼시아3단지아파트)",032-201-9774,032-671-9774,,4,79,1,6,19,19,37.50977879,126.8066878,미운영,2007-12-31,,,,일반,2021-02-15
경기도,부천시,41195000262,아이랑어린이집,가정,Y,14480,"경기도 부천시 부천로354번길 57 105호 (도당동, 대건아파트)",032-672-0780,,,3,55,0,5,13,13,37.51568472,126.7875956,운영,2008-02-01,,,,일반,2021-02-15
경기도,부천시,41195000282,아이린어린이집,가정,Y,14613,"경기도 부천시 중동로 108 114동 103호 (중동, 팰리스카운티)",032-667-0075,,,3,74,0,6,19,18,37.49180781,126.7669886,미운영,2009-02-23,,,,일반,2021-02-15
경기도,부천시,41199000114,아이마을 어린이집,민간,Y,14442,"경기도 부천시 오정로 253 관리동 (오정동, 오정생활휴먼시아2단지아파트)",032-679-1341,032-678-1341,,5,81,0,8,30,30,37.53105376,126.7867393,운영,2006-12-01,,,,일반,2021-02-15
경기도,부천시,41197000118,아이맘어린이집,가정,Y,14745,"경기도 부천시 성주로 86-4 102동 107호(송내동, 현대고층아파트)",032-611-6477,,cafe.daum.net/6116477,3,42,0,5,15,15,37.4786784,126.765143,미운영,2004-08-07,,,,일반,2021-02-15
경기도,부천시,41195000165,아이미소어린이집,가정,Y,14665,"경기도 부천시 안곡로 284 101동 115호(역곡동, 한국아파트)",032-225-6226,032-341-3889,,4,79,0,6,20,20,37.48762275,126.8162647,미운영,2005-09-12,,,,일반,2021-02-15
경기도,부천시,41190000256,아이베스트어린이집,민간,Y,14533,"경기도 부천시 신흥로276번길 15 관리동 1층 (중동, 래미안부천중동)",032-681-8836,032-681-8837,,7,204,1,13,69,65,37.50746519,126.7771235,미운영,2016-05-02,,,,일반,2021-02-15
경기도,부천시,41195000116,아이사랑어린이집,가정,Y,14586,"경기도 부천시 석천로 107 1121동 106호(중동, 보람마을 동남아파트)",032-225-1240,032-225-1240,,3,61,0,5,20,15,37.49870031,126.7584486,미운영,1998-12-17,,,,시간연장형,2021-02-15
경기도,부천시,41195000147,아이세상어린이집,가정,Y,14563,"경기도 부천시 원미로144번길 51 105동 103호(원미동, 두산아파트)",032-662-1794,032-662-1795,cafe.daum.net/kids1794,3,51,0,5,19,19,37.49507853,126.7941451,미운영,1999-02-04,,,,일반,2021-02-15
경기도,부천시,41195000066,아이소리어린이집,가정,Y,14597,"경기도 부천시 상일로 71 1809동 102호(상동, 반달마을 건영,동아,선경아파트)",032-323-5680,,,4,42,0,5,15,15,37.49173144,126.7490594,미운영,1999-06-11,,,,일반,2021-02-15
경기도,부천시,41195000218,아이숲어린이집,가정,Y,14609,"경기도 부천시 중동로 166 1713동 103호(중동, 복사골마을 건영아이숲,건영캐스빌아파트)",032-661-0075,,,4,63,0,7,20,20,37.49355315,126.7674943,미운영,1996-02-09,2009-07-31,,,일반,2021-02-15
경기도,부천시,41195000012,아이원어린이집,민간,Y,14591,"경기도 부천시 부흥로 49 관리동 1층 (상동, 백송마을 풍림아이원)",032-217-7171,,,4,102,0,8,37,29,37.49902981,126.7491707,미운영,2003-03-18,,,,일반,2021-02-15
경기도,부천시,41197000072,아이월드어린이집,민간,Y,14746,경기도 부천시 마니로 4 (송내동),032-654-6663,032-654-3002,,8,280,2,16,87,83,37.47885754,126.7728226,운영,2011-07-04,2011-02-22,2011-12-30,,일반,2021-02-15
경기도,부천시,41195000177,아이조아어린이집,민간,Y,14536,"경기도 부천시 중동로 327 관리동 1층 (중동, 덕유마을 주공3단지아파트)",032-326-0606,032-326-0606,,4,75,0,8,27,27,37.50959413,126.7684705,미운영,2000-01-04,,,,일반,2021-02-15
경기도,부천시,41197000107,아이조은어린이집,민간,Y,14782,"경기도 부천시 범안로95번길 32 관리동 (범박동, 부천범박힐스테이트3단지아파트)",032-344-1332,032-344-1332,,4,102,0,9,38,35,,,미운영,2004-09-14,,,,일반,2021-02-15
경기도,부천시,41195000242,아이존어린이집,민간,Y,14518,경기도 부천시 수도로48번길 16-4 (약대동),032-674-4100,,,6,154,0,10,49,45,37.5133468,126.771835,운영,2007-06-01,,,,일반,2021-02-15
경기도,부천시,41199000156,아이천국어린이집,가정,Y,14424,"경기도 부천시 소사로742번길 39 104동 101호(원종동, 정든마을)",032-678-1009,,http//cafe.daum.net/ieheaven,3,35,0,3,13,6,37.52235008,126.8079094,운영,2009-05-22,,,,일반,2021-02-15
경기도,부천시,41190000253,아이파크어린이집,가정,Y,14512,"경기도 부천시 평천로 680 206동 102호 (약대동, 부천아이파크2단지)",032-221-1333,032-221-1333,,3,57,0,6,19,19,37.51469522,126.7661348,미운영,2015-01-21,,,,일반,2021-02-15
경기도,부천시,41197000082,아이풍경어린이집,가정,Y,14745,"경기도 부천시 성주로 86-4 105동 107호 (송내동, 현대고층아파트)",032-655-0653,032-655-0653,saessack.kidsnote.ac,4,57,0,4,19,3,37.4787884,126.7643292,미운영,1996-02-06,,,,시간연장형,2021-02-15
경기도,부천시,41199000074,앤키즈어린이집,민간,Y,14465,경기도 부천시 삼작로368번길 15-27 (원종동),032-679-0562,032-233-0562,http://cafe.naver.com/Iamenkids,11,295,3,14,99,68,37.51930753,126.8038322,운영,2011-06-15,,,,일반,2021-02-15
경기도,부천시,41195000117,약대조이랜드어린이집,국공립,Y,14513,경기도 부천시 평천로706번길 26 (약대동),032-674-1515,032-674-0242,,5,286,1,16,99,99,37.51399594,126.7690169,미운영,2017-01-01,,,,일반,2021-02-15
경기도,부천시,41199000030,어깨동무어린이집,민간,Y,14474,경기도 부천시 까치로95번길 14-16 (작동),032-678-8400,032-678-4200,,8,246,2,15,91,78,37.51569829,126.8046613,운영,1994-08-31,,,,시간연장형,2021-02-15
경기도,부천시,41199000122,어울림어린이집,가정,Y,14426,"경기도 부천시 소사로819번길 33 105동 101호 (원종동, 금호 어울림)",032-683-5568,032-683-5568,,4,75,0,6,19,16,37.52860911,126.803058,미운영,2007-01-17,,,,일반,2021-02-15
경기도,부천시,41197000049,언덕위에늘푸른어린이집,민간,Y,14757,경기도 부천시 은성로6번길 17 (소사본동),032-343-4304,032-343-4304,,5,109,0,9,37,33,37.47449133,126.7916372,운영,2005-01-29,,,,일반,2021-02-15
경기도,부천시,41197000159,엄마랑어린이집,가정,Y,14697,"경기도 부천시 안곡로 22 13동 101호 (괴안동, 역곡조공2차아파트)",032-247-9001,032-247-9001,,4,53,0,8,18,18,37.4787717,126.8045642,미운영,2007-10-26,,,,시간연장형,2021-02-15
경기도,부천시,41199000142,엄마맘어린이집,가정,A,14426,"경기도 부천시 소사로819번길 9 101호 (원종동, 대명빌라)",032-683-6454,,,3,35,0,7,13,11,37.52914476,126.8042578,미운영,2007-12-26,2013-09-02,2014-08-31,,시간연장형,2021-02-15
경기도,부천시,41195000023,엄마사랑어린이집,가정,Y,14537,"경기도 부천시 계남로 106 411동 102호(중동, 금강마을아파트)",032-213-1369,,,3,66,0,6,20,18,37.5072841,126.7601093,미운영,2002-10-31,,,,일반,2021-02-15
경기도,부천시,41195000267,엄마품어린이집,가정,Y,14596,"경기도 부천시 부흥로 100 1523동 103호(상동, 한아름마을동아아파트)",032-323-0961,,,3,53,0,6,20,20,37.49499574,126.7497787,미운영,2008-08-19,,,,일반,2021-02-15
경기도,부천시,41190000011,에덴어린이집,법인·단체,Y,14780,경기도 부천시 안곡로194번길 14 (괴안동),032-344-4341,032-345-4341,,6,141,1,10,67,58,37.48667862,126.8202512,운영,1998-02-11,,,,일반,2021-02-15
경기도,부천시,41197000176,에이스키드어린이집,가정,Y,14729,"경기도 부천시 경인로29번길 32 6동 102호(송내동, 우성아파트)",032-656-2255,032-656-2255,,4,59,0,6,19,17,37.48493956,126.7599711,미운영,2009-04-22,,,,일반,2021-02-15
경기도,부천시,41195000130,엘드림어린이집,민간,Y,14507,"경기도 부천시 도약로 82 관리동 1층, (상동, 진달래마을 대림e-편한세상)",032-325-1776,032-325-1776,,4,62,0,5,22,6,37.51097511,126.7553769,미운영,2003-05-23,,,,일반,2021-02-15
경기도,부천시,41190000045,엘림어린이집,국공립,Y,14501,경기도 부천시 삼작로 52 (삼정동),032-322-1735,032-324-1734,,6,235,1,19,95,79,37.51975081,126.7665139,미운영,1997-10-09,,,,장애아통합,2021-02-15
경기도,부천시,41190000283,엘빛어린이집,가정,Y,14680,"경기도 부천시 부광로15번길 9 101동 102호 (괴안동, 역곡현대아파트7차)",032-343-0694,,,4,45,0,4,13,13,37.48383227,126.8138088,미운영,2018-03-06,,,,일반,2021-02-15
