집계일자,시군명,구분명,전화번호안내,소재지우편번호,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도
2019-04-16,고양시,화정1동 행정복지센터,031-8075-5848,10472,경기도 고양시 덕양구 화중로 197,경기도 고양시 덕양구 화정동 864번지,37.6446497,126.8335407
2019-04-16,고양시,덕양구청,031-909-9000,10497,경기도 고양시 덕양구 화중로104번길 13,경기도 고양시 덕양구 화정동 955번지,37.6374795,126.8321881
2019-04-16,고양시,흥도동 행정복지센터,031-8075-5691,10480,경기도 고양시 덕양구 흥도로454번길 44,경기도 고양시 덕양구 성사동 34-1번지,37.6449259,126.8543481
2019-04-16,고양시,마두2동 행정복지센터,031-8075-6893,10416,경기도 고양시 일산동구 강송로 166,경기도 고양시 일산동구 마두동 782번지,37.6535909,126.7844795
2019-04-16,고양시,장항2동 행정복지센터,031-8075-6942,10422,경기도 고양시 일산동구 노루목로 114,경기도 고양시 일산동구 장항동 900번지,37.6499359,126.7783348
2019-04-16,고양시,고봉동 행정복지센터,031-8075-6964,10258,경기도 고양시 일산동구 성현로 397-18,경기도 고양시 일산동구 문봉동 57-4번지,37.7018996,126.8272214
2019-04-16,고양시,풍산동 행정복지센터,031-8075-6782,10308,경기도 고양시 일산동구 숲속마을1로 36,경기도 고양시 일산동구 풍동 349-16번지,37.6640694,126.7998859
2019-04-16,고양시,식사동 행정복지센터,031-8075-6702,10323,경기도 고양시 일산동구 위시티2로11번길 22-21,경기도 고양시 일산동구 식사동 1536번지,37.6773400,126.8137071
2019-04-16,고양시,마두1동 행정복지센터,031-8075-6872,10417,경기도 고양시 일산동구 일산로 218,경기도 고양시 일산동구 마두동 727번지,37.6558025,126.7898085
2019-04-16,고양시,백석2동 행정복지센터,031-8075-6842,10447,경기도 고양시 일산동구 장백로 72,경기도 고양시 일산동구 백석동 1339번지,37.6439270,126.7854774
2019-04-16,고양시,장항1동 행정복지센터,031-8075-6912,10431,경기도 고양시 일산동구 장항로225번길 72,경기도 고양시 일산동구 장항동 578-2번지,37.6416537,126.7705641
2019-04-16,고양시,일산동구청,031-909-9000,10409,경기도 고양시 일산동구 중앙로 1256,경기도 고양시 일산동구 마두동 815번지,37.6587773,126.7750128
2019-04-16,고양시,일산3동 행정복지센터,031-8075-7763,10356,경기도 고양시 일산서구 강선로 158,경기도 고양시 일산서구 일산동 1100번지,37.6769823,126.7702604
2019-04-16,고양시,주엽1동 행정복지센터,031-8075-7822,10386,경기도 고양시 일산서구 강성로 109,경기도 고양시 일산서구 주엽동 69번지,37.6701248,126.7633175
2019-04-16,고양시,일산2동 행정복지센터,031-8075-7736,10340,경기도 고양시 일산서구 고봉로 283,경기도 고양시 일산서구 일산동 1679번지,37.6846359,126.7772158
2019-04-16,고양시,송포동 행정복지센터,031-8075-7912,10218,경기도 고양시 일산서구 대화로 143,경기도 고양시 일산서구 대화동 767-2번지,37.6714314,126.7354521
2019-04-16,고양시,송산동 행정복지센터,031-8075-7945,10237,경기도 고양시 일산서구 덕이로 50-7,경기도 고양시 일산서구 덕이동 446-9번지,37.6909153,126.7543217
2019-04-16,고양시,일산1동 행정복지센터,031-8075-7702,10348,경기도 고양시 일산서구 원일로 55,경기도 고양시 일산서구 일산동 963-6번지,37.6872483,126.7685542
2019-04-16,고양시,대화동 행정복지센터,031-8075-7883,10368,경기도 고양시 일산서구 일산로 668,경기도 고양시 일산서구 대화동 2035번지,37.6829848,126.7551414
2019-04-16,고양시,주엽2동 행정복지센터,031-8075-7852,10388,경기도 고양시 일산서구 주엽로 178,경기도 고양시 일산서구 주엽동 27번지,37.6741121,126.7604755
2019-04-16,고양시,일산서구청,031-909-9000,10226,경기도 고양시 일산서구 중앙로 1600,경기도 고양시 일산서구 대화동 2321번지,37.6779725,126.7452458
2019-04-16,고양시,화전동 행정복지센터,031-8075-5967,10540,경기도 고양시 덕양구 중앙로 131,경기도 고양시 덕양구 화전동 226-13번지,37.6000455,126.8726584
2019-04-16,고양시,화정2동 행정복지센터,031-8075-5868,10499,경기도 고양시 덕양구 화신로 232,경기도 고양시 덕양구 화정동 994번지,37.6305686,126.8357201
2019-04-16,고양시,백석1동 행정복지센터,031-8075-6812,10445,경기도 고양시 일산동구 일산로 145,경기도 고양시 일산동구 백석동 1147번지,37.6496689,126.7924887
2019-04-03,파주시,문산읍,031-940-8008,10813,경기도 파주시 문산읍 통일로 1680,경기도 파주시 문산읍 선유리 1402번지,37.8567524,126.7910164
2019-04-03,파주시,금촌3동,031-940-8745,10850,경기도 파주시 시청로 194,경기도 파주시 아동동 291-4번지,37.7675325,126.775401
2019-04-03,파주시,법원읍,031-940-8041,10826,경기도 파주시 법원읍 사임당로907번길 21,경기도 파주시 법원읍 법원리 376-1번지,37.8491705,126.8823933
2019-04-03,파주시,파주시청,031-940-4114,10932,경기도 파주시 시청로 50,경기도 파주시 아동동 215-1번지,37.7600413,126.7798768
2019-04-03,파주시,파주읍,031-940-8021,10835,경기도 파주시 파주읍 술이홀로 295,경기도 파주시 파주읍 파주리 146-1번지,37.8307195,126.8200104
2019-04-03,파주시,광탄면,031-940-8141,10948,경기도 파주시 광탄면 혜음로 1044,경기도 파주시 광탄면 신산리 134-1번지,37.7761649,126.8512215
2019-04-03,파주시,탄현면,031-940-8081,10858,경기도 파주시 탄현면 방촌로649번길 24-7,경기도 파주시 탄현면 축현리 877-1번지,37.8024773,126.7161589
2019-04-03,파주시,월롱면,031-940-8068,10946,경기도 파주시 월롱면 엘지로 17,경기도 파주시 월롱면 위전리 5-2번지,37.7962204,126.7893368
2019-04-03,파주시,적성면,031-940-8181,10803,경기도 파주시 적성면 청송로 1013,경기도 파주시 적성면 마지리 48-1번지,37.954283,126.9176169
2019-04-03,파주시,교하동,031-940-8108,10867,경기도 파주시 교하로 1401,경기도 파주시 교하동 388-3번지,37.7359411,126.715374
2019-04-03,파주시,운정1동,031-940-5751,10894,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지,37.7253124,126.7585956
2019-04-03,파주시,운정2동,031-940-8537,10894,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지,37.7288768,126.7466414
2019-04-03,파주시,운정3동,031-940-8780,10894,경기도 파주시 와석순환로 415,경기도 파주시 와동동 1358번지,37.7121171,126.7458456
2019-04-03,파주시,금촌1동,031-940-8201,10930,경기도 파주시 새꽃로 215,경기도 파주시 아동동 351-5번지,37.7663443,126.7759721
2019-04-03,파주시,금촌2동,031-940-8221,10918,경기도 파주시 쇠재로 115,경기도 파주시 금촌동 1011번지,37.7515853,126.7772012
2019-04-03,파주시,장단출장소,031-940-8245,10800,경기도 파주시 군내면 통일촌길 220,경기도 파주시 군내면 백연리 480-1번지,37.9061392,126.7309526
2019-04-03,파주시,파평면,031-940-8161,10801,경기도 파주시 파평면 청송로 189-21,경기도 파주시 파평면 금파리 285-5번지,37.9219322,126.8379583
2019-04-03,파주시,조리읍,031-940-8121,10937,경기도 파주시 조리읍 봉천로 64,경기도 파주시 조리읍 봉일천리 188-6번지,37.7447623,126.8052374
2019-04-02,군포시,오금동,031-390-8506,15863,경기도 군포시 고산로 406,경기도 군포시 금정동 871-13번지,37.3510324,126.9295356
2019-04-02,군포시,광정동,031-390-8509,15824,경기도 군포시 광정로 106,경기도 군포시 산본동 1120-2번지,37.3620853,126.9279404
2019-04-02,군포시,재궁동,031-390-8505,15835,경기도 군포시 번영로550번길 25,경기도 군포시 금정동 850-4번지,37.3584406,126.9390419
2019-04-02,군포시,산본2동,031-390-8503,15803,경기도 군포시 고산로 663,경기도 군포시 산본동 1065-1번지,37.3700207,126.9327105
2019-04-02,군포시,궁내동,031-390-8508,15822,경기도 군포시 고산로517번길 10,경기도 군포시 산본동 1148-7번지,37.3596595,126.9218473
2019-04-02,군포시,대야동,031-390-8550,15886,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7번지,37.3302814,126.9153468
2019-04-02,군포시,군포2동,031-390-8501,15875,경기도 군포시 고산로 263,경기도 군포시 당동 871-1번지,37.3463472,126.9430785
2019-04-02,군포시,군포시청,031-392-3000,15829,경기도 군포시 청백리길 6,경기도 군포시 금정동 844번지,37.3612539,126.9361499
2019-04-02,군포시,산본1동,031-390-8502,15805,경기도 군포시 고산로724번길 13,경기도 군포시 산본동 73-26번지,37.3733685,126.9385782
2019-04-02,군포시,금정동,031-390-8504,15827,경기도 군포시 금산로 35,경기도 군포시 금정동 705-5번지,37.3654002,126.9392711
2019-04-02,군포시,군포1동,031-390-8500,15860,경기도 군포시 군포로 531,경기도 군포시 당동 751-15번지,37.3536106,126.9455607
2019-04-02,군포시,수리동,031-390-8507,15823,경기도 군포시 수리산로 38,경기도 군포시 산본동 1151-7번지,37.3560656,126.9210383
2019-04-01,부천시,소사본동행정복지센터,032-320-3000,14757,경기도 부천시 호현로 433,경기도 부천시 소사본동 148-30번지,37.4762344,126.7920736
2019-04-01,부천시,괴안동행정복지센터,032-320-3000,14697,경기도 부천시 범안로 38,경기도 부천시 괴안동 72번지,37.4782062,126.8069574
2019-04-01,부천시,심곡본동행정복지센터,032-320-3000,14714,경기도 부천시 성주로249번길 19,경기도 부천시 심곡본동 685-15번지,37.4806541,126.7799639
2019-04-01,부천시,상2동행정복지센터,032-320-3000,14589,경기도 부천시 조마루로 95,경기도 부천시 상동 557-7번지,37.5004786,126.7541887
2019-04-01,부천시,성곡동행정복지센터,032-320-3000,14463,경기도 부천시 성오로 25,경기도 부천시 여월동 10-36번지,37.5165914,126.8033280
2019-04-01,부천시,오정동행정복지센터,032-320-3000,14434,경기도 부천시 성오로 172,경기도 부천시 오정동 129번지 오정어울마당 4층,37.5279763,126.7959895
2019-04-01,부천시,중동행정복지센터,032-320-3000,14626,경기도 부천시 부일로 342,경기도 부천시 중동 801번지,37.4877311,126.7681611
2019-04-01,부천시,원미1동행정복지센터,032-320-3000,14566,경기도 부천시 부천로136번길 27,경기도 부천시 원미동 71번지,37.4963714,126.7869622
2019-04-01,부천시,심곡2동행정복지센터,032-320-3000,14639,경기도 부천시 부흥로424번길 25,경기도 부천시 심곡동 135-3번지,37.4873437,126.7871013
2019-04-01,부천시,중4동행정복지센터,032-320-3000,14537,경기도 부천시 석천로209번길 15,경기도 부천시 중동 1032번지,37.5059289,126.7625511
2019-04-01,여주시,대신면,031-887-3932,12610,경기도 여주시 대신면 여양로 1456-10,경기도 여주시 대신면 율촌리 390번지,37.3750678,127.5865394
2019-04-01,여주시,가남읍,031-887-3832,12662,경기도 여주시 가남읍 태평중앙1길 20,경기도 여주시 가남읍 태평리 138-8번지,37.2016581,127.5448788
2019-04-01,여주시,강천면,031-887-3982,12616,경기도 여주시 강천면 긴등길 5,경기도 여주시 강천면 간매리 311-2번지,37.2728444,127.7110756
2019-04-01,여주시,여주시청,031-887-2112,12619,경기도 여주시 세종로 1,경기도 여주시 홍문동 4번지,37.2982139,127.6366234
2019-04-01,여주시,금사면,031-887-3892,12604,경기도 여주시 금사면 이포로 27,경기도 여주시 금사면 이포리 197-3번지,37.3925772,127.533363
2019-04-01,여주시,여흥동,031-887-3763,12628,경기도 여주시 여흥로 148,경기도 여주시 상동 285-2번지,37.2949610,127.639628
2019-04-01,여주시,오학동,031-887-3971,12639,경기도 여주시 여양로 313,경기도 여주시 오학동 254-1번지,37.3098261,127.6445098
2019-04-01,여주시,산북면,031-887-3913,12603,경기도 여주시 산북면 상품로 93,경기도 여주시 산북면 상품리 121번지,37.4020629,127.4429544
2019-04-01,여주시,북내면,031-887-3952,12613,경기도 여주시 북내면 여양2로 301,경기도 여주시 북내면 당우리 165-5번지,37.3290551,127.6790849
2019-04-01,여주시,능서면,031-887-3853,12641,경기도 여주시 능서면 번도1길 2-9,경기도 여주시 능서면 번도리 502-3번지,37.2999863,127.5734586
2019-04-01,여주시,점동면,031-887-3812,12667,경기도 여주시 점동면 청안로 132,경기도 여주시 점동면 청안리 124-1번지,37.2060146,127.6622999
2019-04-01,여주시,흥천면,031-887-3874,12607,경기도 여주시 흥천면 효자로 154,경기도 여주시 흥천면 효지리 376-6번지,37.3333071,127.541425
2019-04-01,여주시,중앙동,031-887-3411,12623,경기도 여주시 여흥로11번길 26,경기도 여주시 하동 134-11번지,37.2986948,127.6289509
2019-04-01,의정부시,정보도서관,031-828-8700,11622,경기도 의정부시 의정로 41,경기도 의정부시 의정부동 326-7번지,37.736577,127.033870
2019-04-01,의정부시,차량등록사업소,031-870-6742,11606,경기도 의정부시 체육로 90,경기도 의정부시 녹양동 174-1번지,37.757949,127.031595
2019-04-01,의정부시,공공하수처리시설(물자원재생과),031-870-6412,11717,경기도 의정부시 장곡로 147,경기도 의정부시 장암동 44-5번지,37.722476,127.051692
2019-04-01,의정부시,신곡2동주민센터,031-870-7592,11740,경기도 의정부시 추동로23번길 7,경기도 의정부시 신곡동 672번지,37.743664,127.057924
2019-04-01,의정부시,송산1동주민센터,031-870-7802,11792,경기도 의정부시 민락로 13,경기도 의정부시 용현동 60-8번지,37.731150,127.086705
2019-04-01,의정부시,자금동주민센터,031-870-7842,11759,경기도 의정부시 거북로 13,경기도 의정부시 금오동 285-52번지,37.750316,127.058157
2019-04-01,의정부시,가능1동주민센터,031-870-7052,11676,경기도 의정부시 신촌로 35,경기도 의정부시 가능동 617-8번지,37.750636,127.038647
2019-04-01,의정부시,녹양동주민센터,031-870-7092,11607,경기도 의정부시 진등로 21,경기도 의정부시 녹양동 374-6번지,37.760116,127.032260
2019-04-01,의정부시,흥선동행정복지센터,031-870-6852,11659,경기도 의정부시 흥선로 20,경기도 의정부시 가능동 711번지,37.746264,127.030647
2019-04-01,의정부시,신곡1동행정복지센터,031-870-7441,11730,경기도 의정부시 발곡로 17,경기도 의정부시 신곡동 716-1번지,37.731536,127.056784
2019-04-01,의정부시,의정부1동주민센터,031-870-6971,11690,경기도 의정부시 가능로152번길 14,경기도 의정부시 의정부동 225-1번지,37.746447,127.047620
2019-04-01,의정부시,의정부2동주민센터,031-870-7302,11671,경기도 의정부시 신흥로 275,경기도 의정부시 의정부동 433-52번지,37.740776,127.042791
2019-04-01,의정부시,의정부3동주민센터,031-870-7012,11699,경기도 의정부시 경의로 120,경기도 의정부시 의정부동 371번지,37.732708,127.048907
2019-04-01,의정부시,호원1동주민센터,031-870-7342,11710,경기도 의정부시 평화로230번길 12-9,경기도 의정부시 호원동 456-5번지,37.711974,127.048752
2019-04-01,의정부시,장암동주민센터,031-870-7552,11718,경기도 의정부시 장곡로250번길 23,경기도 의정부시 장암동 20-10번지,37.726407,127.054263
2019-04-01,의정부시,어린이도서관,031-828-8711,11634,경기도 의정부시 회룡로 79,경기도 의정부시 호원동 319-25번지,37.726539,127.042633
2019-04-01,의정부시,의정부시청,031-828-2114,11622,경기도 의정부시 시민로 1,경기도 의정부시 의정부동 326-2번지,37.738063,127.033840
2019-04-01,의정부시,의정부시청 별관(교통지도과),031-828-4862,11624,경기도 의정부시 의정로46번길 25,경기도 의정부시 의정부동 524-5번지,37.737086,127.036553
2019-04-01,의정부시,의정부시청 별관(도시농업기술과),031-828-4022,11796,경기도 의정부시 시민로416번길 107,경기도 의정부시 용현동 490-1번지,37.728562,127.077128
2019-04-01,의정부시,보건소,031-870-6002,11649,경기도 의정부시 범골로 131,경기도 의정부시 의정부동 516번지,37.736191,127.039582
2019-04-01,의정부시,동부보건과,031-870-6112,11787,경기도 의정부시 산단로76번길 113-4,경기도 의정부시 용현동 526-3번지 3층,37.743782,127.084394
2019-04-01,의정부시,맑은물사업소,031-870-6212,11619,경기도 의정부시 호국로1049번길 39,경기도 의정부시 가능동 590-24번지,37.740976,127.019846
2019-04-01,의정부시,호원2동행정복지센터,031-870-7190,11634,경기도 의정부시 신흥로 115,경기도 의정부시 호원동 319-2번지,37.726416,127.043055
2019-04-01,의정부시,송산2동행정복지센터,031-870-7691,11809,경기도 의정부시 용민로 115,경기도 의정부시 민락동 743-2번지,37.739744,127.090003
2019-04-01,의정부시,의정부과학도서관,031-828-8642,11780,경기도 의정부시 추동로124번길 52,경기도 의정부시 신곡동 124-1번지,37.744726,127.069132
2019-04-01,의정부시,의정부가재울도서관,031-828-8660,11678,경기도 의정부시 평화로 633,경기도 의정부시 가능동 197-1번지,37.748366,127.044225
2015-09-18,가평군,가평군청,031-580-2114,477701,경기도 가평군 가평읍 석봉로 181 (읍내리),경기도 가평군 가평읍 읍내리 513번지,37.8313181,127.5097056
2015-09-18,가평군,가평읍,031-582-3002,477805,경기도 가평군 가평읍 가화로 62 (읍내리),경기도 가평군 가평읍 읍내리 366번지,37.8253601,127.5165387
2015-09-18,가평군,하면,031-585-3001,477834,경기도 가평군 조종면 조종내길 71 (현리),경기도 가평군 조종면 현리 567-7번지,37.8175229,127.3532455
2015-09-18,가평군,북면,031-582-0301,477842,경기도 가평군 북면 화악산로 2 (목동리),경기도 가평군 북면 목동리 848번지,37.8856354,127.5502482
2015-09-18,가평군,상면,031-585-2001,477823,경기도 가평군 상면 청군로 1105 (연하리),경기도 가평군 상면 연하리 171-1번지,37.8047464,127.3571544
2015-09-18,가평군,설악면,031-584-7301,477853,경기도 가평군 설악면 한서로 8 (신천리),경기도 가평군 설악면 신천리 156-1번지,37.6761938,127.4946907
2015-09-18,가평군,청평면,031-584-3001,477815,경기도 가평군 청평면 은고개로 19 (청평리),경기도 가평군 청평면 청평리 333-1번지,37.7404481,127.4241733
2015-09-18,구리시,동구동,031-550-2602,471010,경기도 구리시 동구릉로148번길 25 (인창동),경기도 구리시 인창동 699-1번지,37.6117340,127.1393488
2015-09-18,구리시,교문1동,031-550-2604,471021,경기도 구리시 경춘로 111 (교문동),경기도 구리시 교문동 262-4번지,37.6012308,127.1276697
2015-09-18,구리시,수택2동,031-550-2607,471032,경기도 구리시 원수택로12번길 16 (수택동),경기도 구리시 수택동 445-28번지,37.5931907,127.1400932
2015-09-18,구리시,인창동,031-550-2603,471010,경기도 구리시 응달말로 46 (인창동),경기도 구리시 인창동 576-6번지,37.6045311,127.1349912
2015-09-18,구리시,구리시청,031-557-1010,471702,경기도 구리시 아차산로 439 (교문동),경기도 구리시 교문동 390-1번지,37.5944123,127.1307833
2015-09-18,구리시,갈매동,031-550-2601,471858,,구리시 산마루로 1 (갈매동 256-14),37.6348,127.116307
2015-09-18,구리시,수택3동,031-550-2608,471033,경기도 구리시 체육관로 74 (수택동),경기도 구리시 수택동 848번지,37.5915202,127.1386679
2015-09-18,구리시,수택1동,031-550-2606,471031,경기도 구리시 검배로93번길 35 (수택동),경기도 구리시 수택동 495-8번지,37.5964376,127.1491626
2015-09-18,구리시,교문2동,031-550-2605,471022,경기도 구리시 장자대로 34 (교문동),경기도 구리시 교문동 821번지,37.5870637,127.1341580
2015-09-18,남양주시,평내동,031-590-2662,472140,경기도 남양주시 경춘로 1286 (평내동),경기도 남양주시 평내동 588-2번지,37.6483799,127.2360650
2015-09-18,남양주시,동부출장소,031-590-8611,472844,경기도 남양주시 화도읍 경춘로 2376-4 (답내리),경기도 남양주시 화도읍 답내리 202-2번지,37.6586533,127.3510272
2015-09-18,남양주시,오남읍,031-590-2605,472881,경기도 남양주시 오남읍 진건오남로 806-34 (양지리),경기도 남양주시 오남읍 양지리 96-10번지,37.6985759,127.2048422
2015-09-18,남양주시,퇴계원면,031-590-2607,472820,경기도 남양주시 퇴계원면 도제원로 13 (퇴계원리),경기도 남양주시 퇴계원면 퇴계원리 221-3번지,37.6489851,127.1446671
2015-09-18,남양주시,조안면,031-590-2609,472870,경기도 남양주시 조안면 북한강로 120 (조안리),경기도 남양주시 조안면 조안리 173-3번지,37.5358833,127.3034557
2015-09-18,남양주시,수동면,031-590-2608,472850,"경기도 남양주시 수동면 비룡로 729 (운수리,운수리 95-2)",경기도 남양주시 수동면 운수리 95-2,37.7036192,127.3259197
2015-09-18,남양주시,도농동,031-590-2666,472100,경기도 남양주시 경춘로 407 (다산동),경기도 남양주시 다산동 4053-1번지,37.607238,127.159001
2015-09-18,남양주시,금곡동,031-590-2663,472010,경기도 남양주시 홍유릉로 350 (금곡동),경기도 남양주시 금곡동 434-12번지,37.6320822,127.2056701
2015-09-18,남양주시,지금동,031-590-2665,472080,,남양주시 강변북로 911-24(지금동  74-1),37.6093895,127.1684645
2015-09-18,남양주시,별내동,031-590-8492,472501,경기도 남양주시 별내2로 88 (별내동),경기도 남양주시 별내동 927번지,37.6480467,127.1271062
2015-09-18,남양주시,남양주시청,031-590-2114,472701,경기도 남양주시 경춘로 1037 (금곡동),경기도 남양주시 금곡동 185-10번지,37.6366154,127.2179956
2015-09-18,남양주시,와부읍,031-590-2601,472900,경기도 남양주시 와부읍 월문천로 35 (덕소리),경기도 남양주시 와부읍 덕소리 117-1번지,37.5855145,127.2163294
2015-09-18,남양주시,진접읍,031-590-2602,472865,경기도 남양주시 진접읍 금강로 1509-26 (장현리),경기도 남양주시 진접읍 장현리 68-39번지,37.7263293,127.1898638
2015-09-18,남양주시,화도읍,031-590-2603,472845,경기도 남양주시 화도읍 비룡로 59 (마석우리),경기도 남양주시 화도읍 마석우리 548번지,37.6578481,127.3007103
2015-09-18,남양주시,진건읍,031-590-2604,472701,경기도 남양주시 진건읍 진건오남로 41-19 (사능리),경기도 남양주시 진건읍 사능리 645-1번지,37.6546414,127.1776870
2015-09-18,남양주시,별내면,031-590-2606,472810,경기도 남양주시 별내면 청학로8번길 22 (광전리),경기도 남양주시 별내면 광전리 122-6번지,37.7026772,127.1248907
2015-09-18,남양주시,호평동,031-590-2661,472120,,남양주시 호평로 63번길 21(호평동  669),37.6562717,127.2470282
2015-09-18,남양주시,양정동,031-590-2664,472030,경기도 남양주시 홍유릉로 55 (일패동),경기도 남양주시 일패동 466-10번지,37.6163566,127.1871418
2015-09-18,남양주시,풍양출장소,031-590-8399,472824,"경기도 남양주시 퇴계원면 경춘북로 525 B동 (퇴계원리,일석빌딩)",경기도 남양주시 퇴계원면 퇴계원리 314-15번지 일석빌딩 B동,37.6474352,127.1419264
2015-09-18,성남시,수내2동,031-729-7650,463020,경기도 성남시 분당구 내정로166번길 17 (수내동),경기도 성남시 분당구 수내동 59번지,37.3724614,127.1208549
2015-09-18,성남시,정자1동,031-729-7690,463010,경기도 성남시 분당구 황새울로18번길 14 (정자동),경기도 성남시 분당구 정자동 147번지,37.3614492,127.1115403
2015-09-18,성남시,정자3동,031-729-7730,463814,경기도 성남시 분당구 돌마로 242 (정자동),경기도 성남시 분당구 정자동 201번지,37.3607890,127.1195538
2015-09-18,성남시,이매1동,031-729-7790,463829,경기도 성남시 분당구 성남대로779번길 10 (이매동),경기도 성남시 분당구 이매동 109번지,37.3995539,127.1271642
2015-09-18,성남시,야탑2동,031-729-7850,463840,경기도 성남시 분당구 야탑로76번길 5 (야탑동),경기도 성남시 분당구 야탑동 508번지,37.4094253,127.1273751
2015-09-18,성남시,야탑3동,031-729-7870,463835,경기도 성남시 분당구 야탑로167번길 12 (야탑동),경기도 성남시 분당구 야탑동 307번지,37.4108334,127.1379411
2015-09-18,성남시,금곡동,031-729-7910,463895,경기도 성남시 분당구 성남대로171번길 14 (금곡동),경기도 성남시 분당구 금곡동 174번지,37.3516357,127.1070878
2015-09-18,성남시,구미동,031-729-7950,463802,경기도 성남시 분당구 구미로 130 (구미동),경기도 성남시 분당구 구미동 227번지,37.3402280,127.1226133
2015-09-18,성남시,판교동,031-729-7890,463410,경기도 성남시 분당구 서판교로32번길 9 (판교동),경기도 성남시 분당구 판교동 575번지,37.3899222,127.0986730
2015-09-18,성남시,백현동,031-729-7098,463420,경기도 성남시 분당구 동판교로 21 (백현동),경기도 성남시 분당구 백현동 557번지,37.3885382,127.1108396
2015-09-18,성남시,수정구청,031-729-5114,461722,경기도 성남시 수정구 수정로 283 (신흥동),경기도 성남시 수정구 신흥동 30번지,37.4503102,127.1457121
2015-09-18,성남시,신흥2동,031-729-5630,461809,경기도 성남시 수정구 수정로 270 (신흥동),경기도 성남시 수정구 신흥동 1741-5번지,37.4486414,127.1458626
2015-09-18,성남시,신흥3동,031-729-5650,461811,경기도 성남시 수정구 공원로349번길 8 (신흥동),경기도 성남시 수정구 신흥동 2819번지,37.4435307,127.1488541
2015-09-18,성남시,수진2동,031-729-5770,461873,경기도 성남시 수정구 성남대로 1204 (수진동),경기도 성남시 수정구 수진동 3988번지,37.4373157,127.1287467
2015-09-18,성남시,산성동,031-729-5810,461803,경기도 성남시 수정구 수정남로 261 (산성동),경기도 성남시 수정구 산성동 2136번지,37.4522113,127.1500738
2015-09-18,성남시,복정동,031-729-5850,461830,경기도 성남시 수정구 복정로 144 (복정동),경기도 성남시 수정구 복정동 641-12번지,37.4658795,127.1271136
2015-09-18,성남시,고등동,031-729-5890,461300,경기도 성남시 수정구 대왕판교로 949 (고등동),경기도 성남시 수정구 고등동 429-1번지,37.4250451,127.1015570
2015-09-18,성남시,중원구청,031-729-6114,462712,경기도 성남시 중원구 제일로 36 (성남동),경기도 성남시 중원구 성남동 3129번지,37.4303971,127.1372991
2015-09-18,성남시,성남시청,031-729-2114,462700,경기도 성남시 중원구 성남대로 997 (여수동),경기도 성남시 중원구 여수동 200번지,37.4201774,127.1262817
2015-09-18,성남시,신흥1동,031-729-5610,461864,경기도 성남시 수정구 수정로188번길 7 (신흥동),경기도 성남시 수정구 신흥동 5481번지,37.4430499,127.1411824
2015-09-18,성남시,태평1동,031-729-5670,461855,경기도 성남시 수정구 모란로 88 (태평동),경기도 성남시 수정구 태평동 6932번지,37.4407639,127.1261626
2015-09-18,성남시,태평3동,031-729-5710,461827,경기도 성남시 수정구 남문로 54 (태평동),경기도 성남시 수정구 태평동 3752-1번지,37.4453407,127.1330728
2015-09-18,성남시,수진1동,031-729-5750,461805,경기도 성남시 수정구 탄리로 19 (수진동),경기도 성남시 수정구 수진동 1967번지,37.4385727,127.1390271
2015-09-18,성남시,단대동,031-729-5790,461801,경기도 성남시 수정구 희망로506번길 21 (단대동),경기도 성남시 수정구 단대동 129번지,37.4496452,127.1556651
2015-09-18,성남시,양지동,031-729-5830,461816,경기도 성남시 수정구 산성대로 483 (양지동),경기도 성남시 수정구 양지동 870번지,37.4549000,127.1609609
2015-09-18,성남시,시흥동,031-729-5910,461370,경기도 성남시 수정구 여수대로56번길 6 (시흥동),경기도 성남시 수정구 시흥동 17-8번지,37.4220695,127.1081641
2015-09-18,성남시,중앙동,031-729-6630,462170,경기도 성남시 중원구 광명로 281 (중앙동),경기도 성남시 중원구 중앙동 7-1번지,37.4439808,127.1574795
2015-09-18,성남시,금광1동,031-729-6650,462801,경기도 성남시 중원구 광명로 328 (금광동),경기도 성남시 중원구 금광동 1348번지,37.4450842,127.1624451
2015-09-18,성남시,하대원동,031-729-6790,462839,경기도 성남시 중원구 둔촌대로 252 (하대원동),경기도 성남시 중원구 하대원동 145-1번지,37.4282850,127.1463609
2015-09-18,성남시,태평2동,031-729-5690,461825,경기도 성남시 수정구 남문로 108 (태평동),경기도 성남시 수정구 태평동 3307-2번지,37.4471327,127.1387084
2015-09-18,성남시,신촌동,031-729-5870,461340,경기도 성남시 수정구 오야로 19 (오야동),경기도 성남시 수정구 오야동 257-5번지,37.4546644,127.1044000
2015-09-18,성남시,성남동,031-729-6610,462827,경기도 성남시 중원구 제일로35번길 51 (성남동),경기도 성남시 중원구 성남동 3439번지,37.4320362,127.1315804
2015-09-18,성남시,태평4동,031-729-5730,461852,,성남시 수정구 남문로 132 (태평4동 7293),37.4479476,127.1413950
2015-09-18,성남시,서현1동,031-729-7740,463821,경기도 성남시 분당구 중앙공원로39번길 35 (서현동),경기도 성남시 분당구 서현동 89-1번지,37.3828610,127.1260475
2015-09-18,성남시,분당동,031-729-7610,463030,경기도 성남시 분당구 불정로 312 (분당동),경기도 성남시 분당구 분당동 42번지,37.3701078,127.1310793
