,이름,지번주소,위도,경도
989,부천바리스타학원,경기도 부천시 심곡본동 552번지 데카에셋빌딩 503호,37.48326481,126.7835742
990,복사골미술학원,경기도 부천시 심곡본동 608-12번지 3층,37.47917666,126.7752991
991,TOP(탑)비젼보습학원,경기도 부천시 심곡본동 608-12번지 2층 전체,37.47917666,126.7752991
992,Wien(빈)음악학원,경기도 부천시 심곡본동 603-12번지 가나안순복음교회 2층,37.48051429,126.7774658
993,한울음악학원,경기도 부천시 심곡본동 709번지 2층 204호,37.47807021,126.7809665
994,CEJ(씨이제이)영어수학보습학원,"경기도 부천시 심곡본동 697-4번지 1층일부,2층전체",37.47820478,126.7806609
995,민경호수학보습학원,경기도 부천시 심곡본동 613-3번지 2층,37.47853829,126.7759907
996,뮤솔맘보습학원,경기도 부천시 심곡본동 744-11번지 2층,37.48198904,126.7855452
997,서은실피아노교습소,경기도 부천시 심곡본동 711번지 1층 일부,37.47865679,126.7814622
998,책으로나누는이야기사회교습소,경기도 부천시 심곡본동 698-2번지 심곡빌딩 201호 일부,37.47845768,126.780988
999,키즈톡미술교습소,경기도 부천시 심곡본동 588-1번지 부천라비앙로제 2층 일부,37.48337785,126.7766318
1000,차이랑심곡본점중국어교습소,경기도 부천시 심곡본동 562-115번지 태경삼익아파트 1층 103호,37.47787328,126.7816567
1001,마술피리음악교습소,경기도 부천시 심곡본동 696-13번지 1층,37.47862793,126.78049
1002,극동피아노의숲음악교습소,"경기도 부천시 심곡본동 566-1번지 부천아파트 214호,215호",37.47692667,126.7813543
1003,지혜중고등영어교습소,경기도 부천시 심곡본동 621-9번지 1층 일부,37.47842851,126.7751318
1004,봄나래상상미술교습소,경기도 부천시 심곡본동 805-7번지 1층 일부,37.47676077,126.7746621
1005,모두의영어교습소,경기도 부천시 심곡본동 698-2번지 심곡빌딩 201호 우측 일부,37.47845768,126.780988
1006,부천남부해법영어교습소,경기도 부천시 심곡본동 639-23번지 진명빌딩 2층,37.47820918,126.7782189
1007,은수학교습소,경기도 부천시 심곡본동 698-2번지 심곡빌딩 2층 202호,37.47845768,126.780988
1008,꿈꾸는나무보습학원,경기도 부천시 심곡본동 678-15번지 2층,37.48120712,126.7817374
1009,오렌지산소독서실,"경기도 부천시 심곡본동 623번지 2,3층",37.47759928,126.7749648
1010,필립스엑세터(PhillipsExeter)쥬니어어학원,경기도 부천시 심곡본동 709-3번지 은하빌딩 3층,37.47796105,126.7804129
1011,아트클래스미술학원,경기도 부천시 심곡본동 701-11번지 3층 전체,37.47787853,126.7796557
1012,기토보습학원,경기도 부천시 심곡본동 709-3번지 은하빌딩 2층,37.47796105,126.7804129
1013,태풍보습학원,경기도 부천시 심곡본동 678-4번지 2층,37.48176579,126.7817696
1014,새반석음악학원,경기도 부천시 심곡본동 626-30번지 3층,37.4773439,126.7780519
1015,일등해법보습학원,경기도 부천시 심곡본동 730-3번지 1층,37.48092865,126.7821904
1016,피렌체음악학원,경기도 부천시 심곡본동 695-9번지 1층,37.47898807,126.7803533
1017,포인트업독서실,경기도 부천시 심곡본동 688-2번지 광성빌딩 4층,37.47968377,126.7813801
1018,은빛음악학원,경기도 부천시 심곡본동 658-11번지 3층,37.48109367,126.7789112
1019,뉴예본음악학원,경기도 부천시 심곡본동 623-6번지,37.47740128,126.7750784
1020,유엔아이보습학원,경기도 부천시 심곡본동 623-6번지 태화빌딩 3층,37.47740128,126.7750784
1021,세종통역가이드컴퓨터학원,경기도 부천시 심곡본동 738-20번지 202호,37.48273368,126.7838245
1022,진솔보습학원,경기도 부천시 심곡본동 723-2번지 해창빌딩 2층,37.47971143,126.7817192
1023,세종통역가이드컴퓨터학원,경기도 부천시 심곡본동 738-20번지 202호,37.48273368,126.7838245
1024,펙트미용학원,경기도 부천시 심곡본동 590-6번지 그린화인빌 201호,37.48284871,126.777911
1025,바하뮤직슐레음악교습소,경기도 부천시 약대동 209번지 두산위브 트레지움아파트 2단지 상가 203호,37.50953552,126.7729336
1026,EBS(이비에스)독서실,경기도 부천시 약대동 144-3번지 수향빌딩 4층 일부,37.51142216,126.7701568
1027,THE ART(디아트)그림공간미술교습소,경기도 부천시 약대동 209번지 부천위브트레지움2단지 202호,37.50953552,126.7729336
1028,수미술교실미술교습소,경기도 부천시 약대동 76-1번지 1층 일부,37.51340227,126.76911
1029,뮤직톡톡피아노음악교습소,경기도 부천시 약대동 217-1번지 부천아이파크 1층 105호,37.51333949,126.7647443
1030,뮤엠영어교습소,경기도 부천시 약대동 182-54번지 1층,37.51567326,126.76485
1031,빨간펜수학의달인약대위브수학교습소,경기도 부천시 약대동 196번지 두산위브트레지움 상가동 101호,37.51153645,126.76872
1032,향기음악교습소,경기도 부천시 약대동 139-3번지 2층,37.51287002,126.7687724
1033,화정서예교습소,경기도 부천시 약대동 100-1번지 2층 일부,37.51375611,126.7703531
1034,윤선생우리집앞영어교실약대아이파크1차영어교습소,경기도 부천시 약대동 182-57번지 1층 좌측일부,37.51539419,126.764964
1035,위브그린음악교습소,경기도 부천시 약대동 175번지 에이동 1층일부(103호),37.51076039,126.7726924
1036,미류나무보습학원,경기도 부천시 약대동 104번지 2층,37.51403439,126.769832
1037,이화음악학원,경기도 부천시 약대동 216-1번지 120동 2층 201호,37.51587289,126.7655506
1038,미류나무피아노학원,경기도 부천시 약대동 97-2번지 2층 일부,37.51417941,126.7702726
1039,미류나무미술학원,경기도 부천시 약대동 97-2번지 2층 일부,37.51417941,126.7702726
1040,프라임EM(이엠)보습학원,경기도 부천시 약대동 209번지 부천위브트레지움2단지 302호,37.50953552,126.7729336
1041,약대하버드수학보습학원,경기도 부천시 약대동 165-31번지 하버드수학학원 1~4층,37.51270544,126.7721322
1042,더존오투독서실,경기도 부천시 약대동 144-4번지 풍창빌딩 4층,37.51115171,126.7700785
1043,이앤아이음악학원,경기도 부천시 약대동 169-86번지 2층,37.5105633,126.7732698
1044,이화클라비어음악교습소,경기도 부천시 약대동 82-5번지 2층,37.51484175,126.7680536
1045,클라라음악학원,경기도 부천시 여월동 54-8번지 2층,37.51870745,126.7972933
1046,여월비젼보습학원,경기도 부천시 여월동 334번지 여월프라자 6층 602호 603호,37.511677,126.8062706
1047,아이비보습학원,경기도 부천시 여월동 7-4번지 2층,37.51970181,126.7991796
1048,아이사랑피아노음악학원,경기도 부천시 여월동 3-48번지 2층,37.51989873,126.7984325
1049,햇빛과단비음악학원,경기도 부천시 여월동 4-4번지 2층 일부,37.52084033,126.7958848
1050,애니캔에듀보습학원,경기도 부천시 여월동 5-29번지 3층,37.51973307,126.7964308
1051,한우리독서토론논술학원,경기도 부천시 여월동 334번지 여월프라자 401호 일부,37.511677,126.8062706
1052,진솔음악학원,경기도 부천시 여월동 6-10번지 상명빌딩 2층,37.51964434,126.7972116
1053,해법샐리보습학원,"경기도 부천시 여월동 330번지 폴리프라자 202호, 203호, 205호",37.51092797,126.8055486
1054,마술피리음악학원,경기도 부천시 여월동 340번지 201.202호,37.50939697,126.8059598
1055,잉글리쉬무무여월보습학원,경기도 부천시 여월동 330번지 폴리프라자 204호,37.51092797,126.8055486
1056,끝장스터디(study)보습학원,경기도 부천시 여월동 52-13번지 2층,37.51989364,126.7955141
1057,아이탑컴퓨터학원,경기도 부천시 여월동 7-18번지 그린아트타운 2층 202호,37.51962187,126.7998473
1058,여월독서실,경기도 부천시 여월동 334번지 여월프라자 202호,37.511677,126.8062706
1059,빨간펜수학의달인여월수학교습소,경기도 부천시 여월동 54-5번지 1층,37.51870648,126.796739
1060,칸타빌레음악교습소,경기도 부천시 여월동 320번지 여월휴먼시아 상가 202호,37.51292611,126.8043218
1061,송화음악교습소,경기도 부천시 여월동 316번지 여월휴먼시아5단지 상가 203호,37.51173121,126.8010223
1062,뮤엠여월캠퍼스영어교습소,경기도 부천시 여월동 54-8번지 1층 일부,37.51870745,126.7972933
1063,메카수학교습소,경기도 부천시 여월동 340번지 여월휴먼시아 상가 203호,37.50939697,126.8059598
1064,피카소아트미술교습소,경기도 부천시 여월동 335번지 정방프라자 202호 일부,37.51128989,126.8064638
1065,홍선생미술아트센터미술교습소,경기도 부천시 여월동 340번지 여월휴먼시아3단지아파트 상가 205호,37.50939697,126.8059598
1066,모닝잉글리쉬영어교습소,"경기도 부천시 여월동 47-16번지 가람채 가동 203호, 우측일부",37.51831224,126.7979957
1067,차스매쓰캔수학교습소,경기도 부천시 여월동 335번지 두오파크프라자 202호 일부,37.51128989,126.8064638
1068,아트이화미술교습소,경기도 부천시 여월동 330번지 폴리프라자 104호 일부,37.51092797,126.8055486
1069,쏠트(SALT)영어교습소,경기도 부천시 여월동 320번지 여월휴먼시아 201호,37.51292611,126.8043218
1070,R2(알투)보습학원,경기도 부천시 여월동 2-19번지 3층,37.51995418,126.7992355
1071,이화음악교습소,경기도 부천시 여월동 330번지 폴리프라자 104호 일부,37.51092797,126.8055486
1072,루미에르아트미술교습소,경기도 부천시 여월동 47-16번지 2층 203호 우측 일부,37.51831224,126.7979957
1073,TPM(티피엠)수학교습소,경기도 부천시 여월동 6-35번지 2층,37.51933902,126.7978006
1074,웅진북클럽스터디센터여월학원,경기도 부천시 여월동 335번지 정방프라자 204호,37.51128989,126.8064638
1075,이-매쓰영어수학보습학원,경기도 부천시 여월동 334번지 여월프라자 3층 301호,37.511677,126.8062706
1076,제이시영어보습학원,경기도 부천시 여월동 4-4번지 2층 일부,37.52084033,126.7958848
1077,청명보습학원,"경기도 부천시 여월동 334번지 여월프라자 204호, 702호",37.511677,126.8062706
1078,여월미래보습학원,경기도 부천시 여월동 334번지 여월프라자 403호,37.511677,126.8062706
1079,여월옥스퍼드어학원,경기도 부천시 여월동 334번지 여월프라자 5층 504호,37.511677,126.8062706
1080,위너스보습학원,경기도 부천시 여월동 6-42번지 2층,37.51953671,126.7974947
1081,메릴랜드음악학원,경기도 부천시 여월동 334번지 여월프라자 6층 601호,37.511677,126.8062706
1082,경휘음악학원,경기도 부천시 여월동 8번지 3층 일부,37.51831524,126.7997377
1083,차스어학원,경기도 부천시 여월동 335번지 두오파크프라자 205호,37.51128989,126.8064638
1084,시대입시학원,경기도 부천시 역곡동 86-3번지 농협역곡동지점 4층 전체,37.48832186,126.8108772
1085,우리컴퓨터전산회계학원,경기도 부천시 역곡동 81-6번지 6층 일부,37.48559387,126.8121279
1086,D2(디투)댄스학원,경기도 부천시 역곡동 86-3번지 농협역곡동지점 3층,37.48832186,126.8108772
1087,역곡캠퍼스EiE(이아이이)고려대국제어학원,경기도 부천시 역곡동 111-9번지 704호,37.48656865,126.8131883
1088,삼성영어역곡보습학원,경기도 부천시 역곡동 108-5번지 3층 301호 일부,37.48859561,126.8130135
1089,하이큐보습학원,경기도 부천시 역곡동 85번지 3층 전체,37.4879252,126.8107425
1090,가브리엘음악보습학원,"경기도 부천시 역곡동 33-5번지 202호,216호",37.4865377,126.8052962
1091,하음음악학원,경기도 부천시 역곡동 106-5번지 보성주택 201호 일부,37.48898278,126.8128543
1092,MYbest(엠와이베스트)보습학원,경기도 부천시 역곡동 70-2번지 3층,37.48828992,126.8078809
1093,수진음악학원,경기도 부천시 역곡동 35-12번지 3층,37.48523092,126.8050962
1094,강예원수학보습학원,경기도 부천시 역곡동 34번지 거남빌딩 2층 일부,37.48601471,126.8050489
1095,시사왕호보습학원,경기도 부천시 역곡동 107-8번지 열린치과 2층,37.48862076,126.8118488
1096,프라임에듀부천공인중개사학원,"경기도 부천시 역곡동 112-1번지 역곡미래타운 302, 303호",37.48626289,126.8135509
1097,천재스터디보습학원,경기도 부천시 역곡동 74-136번지 3층 동측일부,37.48776229,126.8102907
1098,에이스영수보습학원,경기도 부천시 역곡동 86-6번지 3층 전체,37.48842944,126.810549
1099,엔담보습학원,경기도 부천시 역곡동 411번지 부천동부센트레빌3단지 상가 302호,37.4915133,126.8120676
1100,소리샘쏘울음악학원,경기도 부천시 역곡동 78-3번지 2층,37.48584249,126.8098773
1101,Xmagic(엑스매직)마술학원,경기도 부천시 역곡동 84-13번지 신성빌딩 3층 일부,37.48709701,126.8111856
1102,파고다주니어역곡어학원,"경기도 부천시 역곡동 111-2번지 청도포그니에 청도프라자빌딩 303호,304호",37.48692948,126.8134587
1103,해냄독서실,경기도 부천시 역곡동 27-14번지 3층,37.48348992,126.803857
1104,다예음악미술학원,"경기도 부천시 역곡동 103-5번지 영풍빌딩 2층,3층",37.49015114,126.8110421
1105,YT와이티어학원,경기도 부천시 역곡동 107-8번지 열린치과 3층,37.48862076,126.8118488
1106,역곡페르마보습학원,경기도 부천시 역곡동 111-9번지 로하스타워 504호,37.48656865,126.8131883
1107,웅지보습학원,경기도 부천시 역곡동 78번지 금강빌딩 5층 전체,37.48542641,126.8088833
1108,가대삼성영어보습학원,경기도 부천시 역곡동 29-21번지 2층,37.48629379,126.8049124
1109,즐거운피아노어드벤쳐음악학원,경기도 부천시 역곡동 201-28번지 2층,37.4889574,126.8138833
1110,부천동곡해법영어교습소,경기도 부천시 역곡동 202-1번지 대림이편한세상 상가동 1층 101호,37.48975946,126.8139943
1111,현암한문교습소,경기도 부천시 역곡동 107-20번지 3층 전체,37.48892684,126.8116898
1112,해법가대영어교습소,경기도 부천시 역곡동 413번지 역곡3차 한양수자인아파트 3호,37.48501655,126.8062161
1113,SKY(스카이)영어교습소,경기도 부천시 역곡동 83-9번지 2층 전체,37.48684634,126.8121813
1114,한호정선생수학교습소,경기도 부천시 역곡동 103-21번지 그린원룸텔 102호,37.4898991,126.8111898
1115,안미경피아노교습소,경기도 부천시 역곡동 212-2번지 한국아파트 상가동 1층 102호,37.49278612,126.8135683
1116,C.L.E(씨엘이)영어교습소,경기도 부천시 역곡동 29-11번지 오페라하우스빌 102호,37.48678914,126.8047981
1117,June(준)음악교습소,경기도 부천시 역곡동 100-8번지 103호,37.49037386,126.8094925
1118,아트앤아트미술교습소,경기도 부천시 역곡동 29-22번지 2층,37.48637505,126.805014
1119,꿈꾸는창작미술교습소,경기도 부천시 역곡동 106-5번지 201호 좌측일부,37.48898278,126.8128543
1120,with piano(위드피아노)음악교습소,경기도 부천시 역곡동 70-2번지 103호,37.48828992,126.8078809
1121,한우리논술교습소,경기도 부천시 역곡동 109-19번지 은하빌딩 2층 전체,37.48782146,126.8134565
1122,역곡야베스영어교습소,경기도 부천시 역곡동 107-12번지 목화연립 201호,37.48926006,126.8115985
1123,피카소도예미술학원,경기도 부천시 역곡동 115-9번지 2층 일부,37.48798415,126.8137726
1124,펠루카미용학원,경기도 부천시 역곡동 86-6번지 4층 전체,37.48842944,126.810549
1125,디딤돌보습학원,경기도 부천시 역곡동 18-11번지 3층,37.48392541,126.8003283
1126,안당독서실,"경기도 부천시 역곡동 99-4번지 3층,4층",37.48920357,126.8101061
1127,가브리엘음악보습학원,"경기도 부천시 역곡동 33-5번지 202호,216호",37.4865377,126.8052962
1128,은성미술학원,경기도 부천시 역곡동 36-5번지 2층 일부,37.48587244,126.8061799
1129,YBM(와이비엠)시사잉글루보습학원,경기도 부천시 역곡동 74-136번지 청경빌딩 2층,37.48776229,126.8102907
1130,이레해법영어보습학원,경기도 부천시 역곡동 70-2번지 2층,37.48828992,126.8078809
1131,중앙무용학원,경기도 부천시 역곡동 107-8번지 열린치과 5층,37.48862076,126.8118488
1132,샘터플러스브레인셈보습학원,경기도 부천시 역곡동 67-7번지 2층 201호,37.48931978,126.8095404
1133,스터디라운지독서실,경기도 부천시 역곡동 85번지 2층 전체,37.4879252,126.8107425
1134,지오입시학원,경기도 부천시 역곡동 84-8번지 3층 일부,37.4873777,126.8120442
1135,꿈사랑음악학원,경기도 부천시 역곡동 23-1번지,37.48367775,126.8030425
1136,케이플러스보습학원,경기도 부천시 역곡동 108-5번지 3층 일부,37.48859561,126.8130135
1137,우리컴퓨터전산회계학원,경기도 부천시 역곡동 81-6번지 6층 일부,37.48559387,126.8121279
1138,동곡음악학원,경기도 부천시 역곡동 225-6번지 2층,37.48956546,126.816652
1139,역곡대성제넥스보습학원,경기도 부천시 역곡동 84-13번지 신성빌딩 2층 전체,37.48709701,126.8111856
1140,대림소리엘음악학원,경기도 부천시 역곡동 202-1번지 대림e편한세상1차아파트 2층 202호,37.48975946,126.8139943
1141,e(이)해법보습학원,경기도 부천시 역곡동 111-9번지 703호,37.48656865,126.8131883
1142,헬로잉글리시영어보습학원,경기도 부천시 역곡동 66-16번지 301호 일부,37.48967982,126.8093246
1143,다예음악미술학원,"경기도 부천시 역곡동 103-5번지 영풍빌딩 2층,3층",37.49015114,126.8110421
1144,역곡보습학원,경기도 부천시 역곡동 106-5번지 보성주택 201호 일부,37.48898278,126.8128543
1145,영일하모니음악학원,경기도 부천시 역곡동 74-136번지 청호빌딩 3층 일부,37.48776229,126.8102907
1146,오투골든벨독서실,"경기도 부천시 역곡동 201-27번지 2,3층",37.4888779,126.8148785
1147,동부리즈음악학원,경기도 부천시 역곡동 411번지 부천동부센트레빌 3층 301호,37.4915133,126.8120676
1148,전원음악학원,경기도 부천시 역곡동 86-3번지 농협역곡동지점 2층 일부,37.48832186,126.8108772
1149,윤선생IGSE(아이지에스이)아카데미부천오정보습학원,경기도 부천시 오정동 181-8번지 오정동우체국 3층,37.53031303,126.7876564
1150,오정비타민독서실,경기도 부천시 오정동 177-9번지 3층 301호 302호,37.52989742,126.7870241
1151,아이엘무용학원,경기도 부천시 오정동 725번지 오정프라자 4층 404호,37.52978725,126.7859044
1152,정우보습학원,경기도 부천시 오정동 192-22번지 2층 201호,37.52944812,126.7876815
1153,드림음악학원,경기도 부천시 오정동 558-5번지 2층,37.52767145,126.7867364
1154,Joy(조이)음악교습소,경기도 부천시 오정동 717번지 오정생활휴먼시아 상가동 205호,37.53078196,126.7829939
1155,e(이)해법수학영어보습학원,경기도 부천시 오정동 725번지 오정프라자 301호,37.52978725,126.7859044
1156,오정능력보습학원,"경기도 부천시 오정동 216-1번지 401,402호",37.52950682,126.7852943
1157,열린음악학원,경기도 부천시 오정동 579-11번지 3층,37.52695627,126.7848831
1158,솔루니오정논술교습소,경기도 부천시 오정동 547-4번지 삼두아파트 1층 105호,37.52859431,126.7888492
1159,눈높이러닝센터오정보습학원,경기도 부천시 오정동 725번지 오정프라자 308호,37.52978725,126.7859044
1160,가람보습학원,경기도 부천시 오정동 558-5번지 1층,37.52767145,126.7867364
1161,고은음악학원,경기도 부천시 오정동 137-1번지 202호,37.52689922,126.7983229
1162,꿈의공작소미술교습소,경기도 부천시 오정동 574-8번지 1층 일부,37.52758854,126.7857411
1163,오성보습학원,"경기도 부천시 오정동 546-7번지 세일빌딩 3,4",37.52906212,126.7884633
1164,라임음악학원,경기도 부천시 오정동 583-11번지 2층,37.52525503,126.7857704
1165,대인보습학원,경기도 부천시 오정동 579-11번지 2층,37.52695627,126.7848831
1166,샤인음악학원,경기도 부천시 오정동 546-7번지 세일빌딩 2층 전체,37.52906212,126.7884633
1167,두드림독서실,경기도 부천시 오정동 576-4번지 3층,37.52783821,126.7843262
1168,아름소리음악학원,경기도 부천시 오정동 114-54번지 덕산빌딩 3층,37.52858806,126.7903765
1169,YBM(와이비엠)시사영어수학보습학원,"경기도 부천시 오정동 725번지 오정프라자 401호, 403호",37.52978725,126.7859044
1170,안소희피아노음악학원,경기도 부천시 오정동 717번지 오정생활휴먼시아 상가동 2층 201~203호,37.53078196,126.7829939
1171,EM(이엠)러닝센타보습학원,경기도 부천시 오정동 559-10번지 맨스타빌딩 2층,37.52764601,126.7876075
1172,숲피아노교습소,경기도 부천시 오정동 726번지 오정생활휴먼시아 상가동 201호,37.53100521,126.7867946
1173,SJ(에스제이)음악학원,경기도 부천시 오정동 543번지 신오빌딩 2층 일부,37.52948203,126.7865162
1174,꿈꾸는다빈치미술교습소,경기도 부천시 오정동 726번지 휴먼시아아파트 상가 2층 203호,37.53100521,126.7867946
1175,패턴스터디오정캠퍼스보습학원,경기도 부천시 오정동 181-8번지 오정우체국 5층,37.53031303,126.7876564
1176,공터영어옥길센터보습학원,경기도 부천시 옥길동 726-2번지 4층 401호,37.46762597,126.8222906
1177,부천옥길소마보습학원,경기도 부천시 옥길동 726-1번지 센타프라자 5층 501호,37.46787851,126.8224595
1178,루나무용학원,경기도 부천시 옥길동 726-3번지 제일프라자 502호,37.46740048,126.8221329
1179,옥길클라라음악학원,경기도 부천시 옥길동 726-1번지 센타프라자 403호,37.46787851,126.8224595
1180,웅진북클럽학습센터옥길보습학원,"경기도 부천시 옥길동 744-2번지 4층 402호, 403호",37.46651949,126.8234349
1181,차수학뉴턴보습학원,경기도 부천시 옥길동 726-2번지 4층 402호,37.46762597,126.8222906
1182,아트앤하트옥길미술학원,경기도 부천시 옥길동 726-4번지 상림프라자 601호,37.46718393,126.8219299
1183,올리브멜로디음악미술학원,경기도 부천시 옥길동 726-2번지 시티프라자 501호,37.46762597,126.8222906
1184,마리오아카데미어학원,"경기도 부천시 옥길동 726-2번지 3층 301, 302호",37.46762597,126.8222906
1185,올리브멜로디음악미술학원,경기도 부천시 옥길동 726-2번지 시티프라자 501호,37.46762597,126.8222906
1186,도담매스터수학보습학원,경기도 부천시 옥길동 744-2번지 6층 603호,37.46651949,126.8234349
1187,뮤엠옥길캠퍼스영어보습학원,경기도 부천시 옥길동 726-3번지 제일프라자 602호,37.46740048,126.8221329
1188,노마드영재보습학원,경기도 부천시 옥길동 726-3번지 제일프라자 601호,37.46740048,126.8221329
1189,예담음악학원,경기도 부천시 옥길동 777-2번지 602호,37.46234956,126.8129895
1190,옥길소리엘음악학원,경기도 부천시 옥길동 777-1번지 2층 206호,37.46257429,126.8126611
1191,그랜드음악학원,경기도 부천시 옥길동 744-2번지 6층 602호,37.46651949,126.8234349
1192,토킹스타옥길영수보습학원,"경기도 부천시 옥길동 777-2번지 7층 702호, 703호",37.46234956,126.8129895
1193,나디아잉글리쉬어학원,"경기도 부천시 옥길동 777-1번지 208호, 209호",37.46257429,126.8126611
1194,예솔음악학원,"경기도 부천시 옥길동 739-1번지 2층 204, 205, 206호",37.46495746,126.8272366
1195,이투스(ETOOS)수학보습학원,"경기도 부천시 옥길동 744-2번지 7층 703,705호",37.46651949,126.8234349
1196,쎈수학러닝센터옥길정수학보습학원,경기도 부천시 옥길동 726-2번지 씨티프라자 503호,37.46762597,126.8222906
1197,옥길EiE(이아이이)어학원,경기도 부천시 옥길동 726-1번지 센타프라자 4층 402호,37.46787851,126.8224595
1198,스터디모드보습학원,경기도 부천시 옥길동 744-2번지 7층 702호,37.46651949,126.8234349
1199,명품영어교습소,경기도 부천시 옥길동 744-2번지 4층 405호 좌측일부,37.46651949,126.8234349
1200,뮤엠영어버들캠퍼스영어교습소,경기도 부천시 옥길동 748-1번지 엘에이치옥길센트럴힐 2층 201호,37.46221516,126.8250502
1201,명품수학교습소,경기도 부천시 옥길동 744-2번지 4층 405호,37.46651949,126.8234349
1202,힐링아트미술교습소,경기도 부천시 옥길동 748-1번지 엘에이치옥길센트럴힐 2층 203호,37.46221516,126.8250502
1203,퍼펙트리딩영어교습소,경기도 부천시 옥길동 744-2번지 4층 404호,37.46651949,126.8234349
1204,버들삼성영어교습소,경기도 부천시 옥길동 739-1번지 제이드카운티2단지 2층 201호,37.46495746,126.8272366
1205,부천키즈바둑교습소,경기도 부천시 옥길동 726-2번지 5층 502호 일부,37.46762597,126.8222906
1206,천사피아노교습소,경기도 부천시 옥길동 748-1번지 엘에이치옥길센트럴힐 2층 204호,37.46221516,126.8250502
1207,샘미술교습소,경기도 부천시 옥길동 744-2번지 7층 704호,37.46651949,126.8234349
1208,한울독서실,"경기도 부천시 원미동 173-2번지 부흥빌딩 3,4층",37.49134774,126.789046
1209,능률보습학원,경기도 부천시 원미동 24-10번지 2층 전체,37.49856334,126.7933227
1210,준쌤보습학원,"경기도 부천시 원미동 114-1번지 원미동풍림아파트 2층 201호, 202호",37.49139714,126.7914657
1211,뮤엠영어수학보습학원,경기도 부천시 원미동 86-12번지 2층 전체,37.49476088,126.7881543
1212,박상희음악학원,경기도 부천시 원미동 76-3번지 2층,37.49428933,126.7914688
1213,뉴스카이보습음악학원,경기도 부천시 원미동 95-11번지 2층 동주한의원,37.4928193,126.7906814
1214,프라미스보습음악학원,경기도 부천시 원미동 128-3번지 원미종합시장 202호,37.49195652,126.7869072
1215,소리향기색소폰실용음악학원,경기도 부천시 원미동 94-10번지 2층 전체,37.4932618,126.7912456
1216,정다운코리아엠보습학원,경기도 부천시 원미동 94-3번지 신영빌딩 4층,37.49342402,126.7912677
1217,라엘음악학원,경기도 부천시 원미동 123-1번지 2층 일부 엔젤학원,37.4928772,126.7878204
1218,투더탑보습학원,경기도 부천시 원미동 2-2번지 3층 전체,37.49817459,126.7925774
1219,굿샘멘토보습학원,경기도 부천시 원미동 166-6번지 2층 일부,37.49462512,126.7928248
1220,퍼스트보습학원,"경기도 부천시 원미동 114-1번지 114-115호,122-127호",37.49139714,126.7914657
1221,레이첼영수보습학원,경기도 부천시 원미동 86-3번지 2층 전체,37.49481439,126.7878488
1222,반석피아노학원,경기도 부천시 원미동 54-8번지,37.49542423,126.7912734
1223,뉴스카이보습음악학원,경기도 부천시 원미동 95-11번지 2층 동주한의원,37.4928193,126.7906814
1224,썬에듀보습학원,경기도 부천시 원미동 116-5번지 2층 전체,37.49145777,126.7901086
1225,BOB(밥)독서실,경기도 부천시 원미동 94-5번지 명성프라자 403호,37.49373056,126.79138
1226,눈높이러닝원미보습학원,경기도 부천시 원미동 94-13번지 2층,37.49284715,126.7911337
1227,정다운지앤비어학원,경기도 부천시 원미동 122-4번지 2층,37.49278803,126.7883295
1228,SKY독서실,경기도 부천시 원미동 97-1번지 경원빌딩 2층,37.49417921,126.7903497
1229,높은산미술보습학원,경기도 부천시 원미동 1-8번지 태진빌딩 2층 일부,37.49840014,126.7927464
1230,정다운수학보습학원,경기도 부천시 원미동 122-4번지 3층,37.49278803,126.7883295
1231,잉글리시아이원미보습학원,경기도 부천시 원미동 94-10번지 4층,37.4932618,126.7912456
1232,맨투맨보습학원,경기도 부천시 원미동 95-2번지 2~3층,37.49387407,126.7910177
1233,랍슨키즈영어교습소,경기도 부천시 원미동 94-5번지 원미동명성프라자 502호 일부,37.49373056,126.79138
1234,원미로해법수학교습소,경기도 부천시 원미동 82-13번지 1층 일부,37.49451174,126.7898851
1235,멘토수학교습소,경기도 부천시 원미동 114-1번지 풍림아파트 상가 104호,37.49139714,126.7914657
1236,새로운음악교습소,경기도 부천시 원미동 122-5번지 명인음악학원 2층 일부,37.49281475,126.7881598
1237,그림마을미술교습소,경기도 부천시 원미동 114-1번지 풍림아파트 상가동 214호,37.49139714,126.7914657
1238,예일미술교습소,경기도 부천시 원미동 117-2번지 명성연립 102호,37.49270784,126.7888273
1239,청리서예교습소,경기도 부천시 원미동 54-12번지 3층,37.49579344,126.7911593
1240,피아첼음악교습소,경기도 부천시 원미동 114-1번지 원미동풍림아파트 103호,37.49139714,126.7914657
1241,올백수학교습소,경기도 부천시 원미동 125-13번지 1층,37.4925974,126.7875498
1242,숲음악교습소,경기도 부천시 원미동 86-18번지 1층 일부,37.49484096,126.7875999
1243,원미탑수학교습소,경기도 부천시 원미동 114-1번지 원미동풍림아파트 113호,37.49139714,126.7914657
1244,뉴늘찬양음악교습소,경기도 부천시 원미동 102-14번지 2층 전체,37.4932363,126.787107
1245,해법영어교습소,경기도 부천시 원미동 114-1번지 원미동풍림아파트 119호,37.49139714,126.7914657
1246,베리타스수학교습소,경기도 부천시 원미동 114-1번지 원미동풍림아파트 112호,37.49139714,126.7914657
1247,MF(엠에프)실용음악학원,경기도 부천시 원미동 193-22번지 2층,37.48861903,126.7897661
1248,청출어람보습학원,경기도 부천시 원미동 157-16번지 2층,37.49453586,126.7933
1249,유일보습학원,경기도 부천시 원미동 97-1번지 경원빌딩 3층 일부,37.49417921,126.7903497
